IDQ44,Question,Feedback
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,Atmosphere
No Response,Category,Presentation 
No Response,Category,Presentation 
No Response,Category,Layout
No Response,Category,Atmosphere
No Response,Category,Location
No Response,Category,Presentation 
No Response,Category,General Positive Message
No Response,Category,Layout
No Response,Category,
No Response,Category,Location
No Response,Category,Atmosphere
No Response,Category,Layout
No Response,Category,Location
No Response,Category,
No Response,Category,
No Response,Category,Presentation 
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,Seating
No Response,Category,
No Response,Category,
No Response,Category,Layout
No Response,Category,
No Response,Category,
No Response,Category,Atmosphere
No Response,Category,Presentation 
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,Presentation 
No Response,Category,
No Response,Category,Presentation 
No Response,Category,
No Response,Category,Seating
No Response,Category,Accessibility 
No Response,Category,General positive 
No Response,Category,Layout
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,Presentation 
No Response,Category,
No Response,Category,
No Response,Category,Layout
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,Accessibility 
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,Location
No Response,Category,
No Response,Category,Atmosphere
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,Layout
No Response,Category,Location
No Response,Category,General Positive Message
No Response,Category,General Positive Message
No Response,Category,Presentation 
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,
No Response,Category,
No Response,Category,Atmosphere
No Response,Category,
No Response,Category,General Positive Message
No Response,Category,
No Response,Category,General Positive Message
